system,dataset,recall@10,lt_recall@10,n_users,n_lt_users,train_seconds,epochs_run,best_val_loss,lr,seed,K,embed_init
ComiRec (SA) (K6),lastfm,0.0065389261575382,0.0027173913043478,99,92,47.52036690711975,13,3.9831771850585938,0.001,42,6,pretrained
MIND (K6),lastfm,0.004485091787115375,0.0021037868162692847,99,92,15.683555841445923,6,4.446868419647217,0.001,42,6,pretrained
