essence_mean,rw_mean,n,diff,ci_lo,ci_hi,cohens_d,frac_gt0,p_two_sided,dataset,metric,q_value_bh,significant_after_fdr
0.011918938605295198,0.030369103365568098,99,-0.018450164760272898,-0.03445078089945528,-0.007476592194571389,-0.26482071891376463,0.0,0.0,Last.fm,Recall@10,0.0,True
0.004806026904813267,0.0076042895153656965,2000,-0.002798262610552429,-0.004375044235309569,-0.0013087120078851453,-0.08050004144844324,0.0002,0.0004,MovieLens,Recall@10,0.0012000000000000001,True
0.022121765036539516,0.0259963041236094,2000,-0.0038745390870698823,-0.0067592081041174664,-0.0010290795092489865,-0.05871800254886693,0.0041,0.0082,Amazon,Recall@10,0.0164,True
0.005907372400756144,0.015146961500397684,92,-0.009239589099641541,-0.02542020300572651,0.0,-0.130522794163553,0.0235,0.047,Last.fm,LT-Recall@10,0.07050000000000001,False
0.0020408163265306124,0.004591836734693878,490,-0.0025510204081632655,-0.009183673469387756,0.004081632653061224,-0.03526198950575744,0.1841,0.3682,MovieLens,LT-Recall@10,0.44184,False
0.019705513784461153,0.017927170868347338,1292,0.0017783429161138155,-0.003743043269939554,0.007528425844021814,0.016987533199495145,0.7288,0.5424,Amazon,LT-Recall@10,0.5424,False
