dataset,metric,essence_system,baseline_system,essence_mean,baseline_mean,observed_diff,ci_lo,ci_hi,frac_resamples_diff_gt_0,cohens_d_paired,n_paired_users
MovieLens decile 2,Recall@10,Essence (K=3),CF (ItemKNN),0.006309,0.004732,0.001577,-0.007886,0.012618,0.5604,0.0169,317
