system,dataset,recall@10,lt_recall@10,n_users,n_lt_users,train_seconds,epochs_run,best_val_loss,lr,seed,K,embed_init
MIND (lr1e-4),lastfm,0.0012817176192728092,0.0007763975155279503,99,92,21.866840839385986,6,4.5989227294921875,0.0001,42,4,pretrained
