system,dataset,recall@10,lt_recall@10,n_users,n_lt_users,train_seconds,epochs_run,best_val_loss,lr,seed,K,embed_init
MIND (seed2),amazon,0.0052300028495484,0.0077473094500958,2000,1292,138.12221217155457,6,4.394086853027344,0.001,2,4,pretrained
ComiRec (SA) (seed2),amazon,0.006156686113594009,0.01390608875128999,2000,1292,189.8622019290924,8,3.9863071632385254,0.001,2,4,pretrained
