system,dataset,recall@10,lt_recall@10,n_users,n_lt_users,train_seconds,epochs_run,best_val_loss,lr,seed,K,embed_init
MIND (seed3),lastfm,0.0047839448650869,0.0026046884391905,99,92,19.726985931396484,6,4.450287342071533,0.001,3,4,pretrained
ComiRec (SA) (seed3),lastfm,0.009093009767232369,0.005848861283643892,99,92,30.035027027130127,12,3.9408981800079346,0.001,3,4,pretrained
